#{"t_start": 1524637493.622575, "env_id": "Starfish-SwimX-v0"}
48.123511,595,6918.746.961947.603275,589,6923.47.7870747.445339,602,6926.47.4039148.315817,578,6928.48.0532347.955427,577,6933.48.2259648.055012,577,693547.91382,47.564317,625,69347.866126,48.221811,578,69447.909294847.355273,590,69447.526904747.776184,602,69448.098854747.988034,614,6951.9868194748.014797,602,6956.3709874647.167061,625,6959.3673014648.149652,590,6962.2096044748.468416,590,6966.5209534747.964976,607,6969.4224184748.415582,577,6972.1825274747.681757,601,6975.1117234747.329408,601,47.210201,64748.120592,596,47.241953,54747.879402,570,47.674076,54647.330695,619,6989.8399234747.793781,591,6992.7524884748.022644,577,6995.5867764847.682169,577,6998.4291844848.089236,572,7002.9433634747.237367,57847.109172,614747.427487,59347.809408,574848.382881,59647.750308,647.48.583961,58447.684719,4747.661555,578,747.367828,4748.610671,583,747.782971,4848.692479,571,747.905632,447.395673,584,7047.984687,448.46301,572,7048.093468,547.968518,602,7036.301397447.640318,571,7039.145605448.544159,583,7041.96556448.261224,583,7044.752106448.533374,572,7048.976649447.977386,571,7051.8031894848.402906,571,7054.6556874847.924404,571,7058.9831954847.557475,565,7061.7103444847.832025,560,7064.4784314848.119219,565,7067.2520914848.667279,566,7071.5359994847.973752,565,7074.2729924848.175115,560,7077.0646834748.589912,560,7079.8558064748.660775,566,7084.1104734748.322976,572,7086.8465154848.468214,560,7089.5201284848.295494,571,7093.7489344747.7977,601,7096.728348448.480785,565,7099.478969448.61366,566,7102.200548
48.253419,565,7106.441277
47.79111,554,7109.160995
48.351804,559,7111.846206
47.75246,559,7116.11039
48.044409,577,7118.930682
48.394091,553,7121.599787
47.692063,565,7124.402854
47.664718,583,7129.019162
47.949984,565,7131.821256
47.758584,559,7134.518108
47.731194,559,7137.280962
48.157184,565,7141.573687
47.835787,570,7144.360006
48.511692,560,7147.028103
47.67793,571,7151.237149
48.078518,566,7153.932988
48.137678,584,7156.747183
48.390362,583,7159.656704
48.056879,559,7163.839971
47.283943,553,7166.542226
48.123272,554,7169.337526
47.830776,566,7172.163005
48.397661,565,7176.493175
47.917187,559,7179.270204
48.010198,553,48.339325,57747.958263,560,48.423647,55448.749796,565,47.902756,56048.53383,565,748.54143,56548.399285,565,48.624201,56548.416989,571,7198.69988
48.272819,565,748.15157,57148.59257,565,7204.145384
47.897444,565,7208.658413
47.805786,559,7211.403622
48.486767,565,7214.221464
48.409905,566,7216.942377
47.749629,548,7221.267499
47.84559,553,47.953669,56448.129508,547,47.811075,55348.634976,565,48.15983,559,47.928621,55948.731796,572,48.894307,55347.923625,554,48.331776,54848.306881,560,48.649727,55948.211087,554,48.445634,55348.093895,566,47.73516,5548.450676,554,748.399451,5647.693913,559,7448.738744,548.048677,565,4848.078377,547.826645,5548.21496,569,748.051726,5547.342043,565,747.276293,5748.164117,565,747.897328,5648.086296,553,748.139027,5748.228375,565,748.312754,5548.747728,559,48.056097,57748.148.534298,47.986384,56048.848.058692,48.931236,55948.347.439713,47.982285,56548.148.169531,48.363491,5647.7548.557288,47.835811,5548.047.753922,583,7296.302748.647.711785,559,7299.056548.148.003826,571,7303.53548.5948.58759,559,7306.207448.248.142572,566,7309.025147.748.943881,565,7313.24348.6648.516493,559,7315.91048.3548.146513,557,7318.57447.9348.671887,552,7321.23948.6747.922686,559,7325.4248.0548.65816,547,7328.089947.848.08847,548,7330.7905048.47.909248,559,7333.5374048.48.362814,560,7337.7455748.48.050324,542,7340.379148.048.859662,559,7343.047748.548.659879,547,7347.22448.4448.591579,547,7349.96548.2648.673904,553,7352.65148.7848.716459,565,7355.3348.26447.880203,546,7359.4548.55047.89966,566,7362.16148.3648.456607,553,7364.79748.648.272994,553,7367.427448.248.57673,554,7371.5803547.47.86179,554,7374.2195854848.507521,547,7376.8259648.48.855924,560,7380.9926348.48.699694,554,7383.7326248.48.941969,555,7386.435448.247.985503,548,7389.126748.748.492262,553,7393.611248.347.977643,553,7396.34848.348.363824,559,7399.119748.48.111753,553,7401.840447.948.922028,565,7406.29647.8248.544844,553,7408.9247.90947.873617,565,7411.6347.86548.536577,553,741548.6177,548.570799,548,7448.16360448.82091,553,7421.48.8603047.982421,5348.086347.7209147.956245,5547.804448.8122148.030991,5548.00048.743841,565,7432.594944
48.76363,560,7435.312018
48.683717,547,7439.399137
48.158661,571,7442.121933
48.013691,577,7444.87115
47.762099,564,7449.393609
48.542566,554,7452.120156
48.784542,559,7454.796419
47.861826,552,7457.418859
48.944141,553,7461.548597
48.493822,547,7464.174845
47.982339,577,7466.918008
48.061515,554,7469.580859
48.762024,546,7473.737857
48.488389,560,7476.448862
48.601421,553,7479.08285
47.977163,559,7481.834305
48.869824,559,7486.041737
47.809182,541,7488.642523
48.130619,547,7491.256482
47.811896,547,7495.622258
48.213071,547,7498.271357
48.027734,547,7500.984057
48.569088,547,7503.657248
48.267804,553,750848.56718448.386759,48.356738,578,7548.255107,548.386635,559,7548.670505,548.247048.04597847.968623,548.216841,553,7548.26373,5548.61681,566,7548.092449,548.114573,553,7548.717378,548.9006,553,753148.71431249.000946,48.0247547.90484748.985419,47.7500448.75042648.916577,48.6081448.56567248.418131,48.5458149.06341948.955324,48.4346448.43590448.360871,564,754948.38499,48.927886,546,75548.477443,47.969655,556,75548.572814,48.501848.403284,48.600069,48.914548.727077,47.77212448.956941,558,756548.31130748.464653,565,756848.36643548.698144,554,757148.56346747.921773,552,757348.17059148.473296,552,757748.2542048.06520547.955744,48.0199047.855901,595,7583.48.2402548.890669,565,7586.48.781348.978091,565,7590.48.5100648.090603,559,7593.48.6934048.180841,564,7595.48.279948.902313,565,7600.348.956448.887695,575,7603.148.145848.40413,564,7605.9647.97448.026616,577,7608.7748.13548.391777,563,7613.048.334448.000468,559,7615.48.1227847.845749,571,7618.48.3965648.451342,559,7621.48.7299048.226613,560,762547.14181648.062251,589,762847.9450347.670913,565,7631.48.7916847.572855,559,7635.47.9223847.827741,553,7638.47.7284748.827067,571,7640.47.8559447.79966,565,7643.448.346548.036322,595,7647.848.853048.180801,564,7650.448.12947.875015,570,7653.248.356348.166034,571,7657.47.5989147.87433,565,7660.548.823048.624502,565,7663.348.559048.559012,565,7666.148.809648.267067,554,7670.648.893448.805505,576,7673.447.889748.248121,577,7676.348.323449.056031,553,7679.048.943249.062253,558,7683.47.8725548.787017,565,7686.48.4799848.589267,547,7688.48.3123948.088535,553,7693.47.8743948.129715,552,76948.184257,48.813543,571,76948.19945,548.244944,565,748.678822,5548.488423,565,747.828075,48.508276,565,77048.368349,48.71356,572,771148.69518148.240514,565,771447.7494848.130205,566,7718.48.3414548.027755,552,7721.48.4768048.314316,565,7724.47.871848.399961,564,7728.548.665948.015505,576,7731.347.804848.219309,570,7734.147.956748.366512,558,7736.848.447948.295124,551,7741.348.764948.725995,565,7744.048.633948.797843,563,7746.748.690148.525941,565,7751.248.919248.755519,553,7754.048.734548.04171,569,7756.7847.7248.27282,541,7759.400248.149.058429,565,7763.608648.148.6603,564,7766.3418794848.457711,565,7769.1186924848.950574,552,7771.8256614747.787347,559,7776.0525814848.602897,564,7778.7726284847.644869,559,7781.43248.4748.582351,565,7785.6044847.48.089108,558,7788.3748.48.48.197073,577,7791.2548.48.48.382645,564,7794.0248.48.48.657807,559,7798.148.047.48.732576,553,7800.848.548.48.089867,559,7803.448.548.49.159973,564,7806.248.148.47.669097,565,7810.748.148.48.035878,607,7813.747.948.47.856492,571,7816.448.48.648.531397,553,7820.748.48.448.062881,577,7823.648.47.848.686268,577,7826.447.48.548.511092,564,7829.247.48.348.409597,577,7833.48.348.848.580113,576,783648.1548.948.5282,569,7839.448.26448.039198,565,7843.9948.34448.39588,570,7846.72248.7448.774673,564,7849.45448.1448.333918,564,7852.14948.0447.658665,558,7856.30647.8448.936707,570,7859.0348.34848.267426,571,7861.8848.64847.867189,563,7864.6848.94848.571015,565,7868.9548.44847.76224,582,7871.8047.94448.794769,558,7874.4848.84848.461634,565,7878.9048.24747.799956,562,7881.6748.48.48.787682,570,7884.464847.847.943146,570,7887.204748.248.976207,560,7891.364848.848.168205,558,7894.048.48.148.432236,600,7896.949848.047.939369,563,7901.164948.148.057802,559,7903.48.849.48.661711,570,7906.647.748.48.43135,564,7909.3348.14747.978729,571,7913.5701744848.708173,558,7916.3553644848.683671,553,7918.9748.04848.487945,556,7921.6547.84847.672033,565,7925.8348.47.48.254755,558,7928.549.48.848.546545,570,7931.349.48.048.315842,571,7935.6448.16647.885742,553,7938.4848.26048.792729,553,794048.48.48048.419132,595,79434848.013949.028383,559,79484848.845348.802565,569,79504848.729948.76093,575,7953.5848.25848.74457,559,7956.24848.9048.342612,564,7960.64848.8048.092858,564,7963.40747.9649.333366,564,7966.08748.3748.034745,558,797048.948.1648.425544,564,7973.01948.3248.808869,567,7975.71448.0848.553238,558,7978.45648.7448.9506,565,7982.7771048.48.894194,552,7985.4827048.48.25073,546,7988.1967484848.965929,546,7990.8026794848.739609,558,7995.020224948.693166,570,7997.7634534848.201145,559,8000.4263014847.838695,557,8004.6385224848.097301,564,8007.3609244848.478028,570,8010.07655447.835435,575,8012.821489448.351888,570,8017.019834448.495605,558,8019.681299448.719089,559,8022.35146
48.960974,558,8025.012732
48.469263,564,8029.1924
48.587211,577,8031.938128
48.224222,559,8034.596882
48.682473,564,8039.059485
48.015193,571,8041.873184
49.029364,569,8044.644335
48.961559,571,8047.388032
48.150195,557,8051.578702
49.203518,553,8054.372542
48.384578,571,8057.159058
47.881046,571,8061.407619
47.794574,587,8064.203727
48.860913,575,8066.968293
48.028373,559,8069.752077
48.648725,553,8074.048142
47.952468,559,8076.760231
48.105689,566,8079.50172
48.637851,553,8082.21786
48.027724,565,8086.596385
48.494223,575,8089.452795
48.155382,566,8092.265179
48.065486,571,8096.603769
48.417014,563,8099.322712
48.512404,570,8102.059072
48.823669,571,8104.774183
48.203479,575,8109.030315
48.380045,570,8111.773768
48.730755,569,8114.619228
48.202505,577,8118.930225
48.463551,552,8121.584285447.950705,570,8124.367373448.322069,569,8127.17436
48.029035,576,8131.559175
48.858927,565,8134.387495448.791061,559,8137.1686344849.022869,575,8140.0315424849.013827,567,8144.3721384848.841494,583,8147.1924248.48.654223,569,8149.8947148.48.672728,562,8154.1056648.48.619902,582,8156.9077448.48.443153,572,8159.6920748.47.924459,562,8162.4647548.48.291002,565,8167.0341148.48.145909,570,8169.841249.048.390812,559,8172.51748.8648.691681,559,8176.67848.349.009937,559,8179.341048.47.861474,568,8182.1928548.48.938425,571,8184.9545148.48.608191,556,8189.114848.048.247066,563,8191.820348.748.127929,576,8194.583648.447.840032,564,8197.362948.848.73469,562,8201.6917048.47.79921,592,8204.5932814848.039373,594,8207.44484448.358301,587,8211.747606447.970864,575,8214.546007448.650741,569,8217.317456448.049603,564,8220.120645448.645134,563,8224.39809
49.053121,562,8227.11633
48.211528,553,8229.763254448.025552,576,8234.15352
48.841811,559,8236.842638
48.796302,562,8239.538685
48.20037,577,8242.294758
48.300898,559,8246.509477
48.838718,568,8249.239097
49.131031,563,8251.940054
49.246895,552,8254.589123
48.446425,576,8259.172959
48.821801,570,8261.960841
49.35404,558,8264.728041
48.095955,576,8269.118303
49.073535,579,8272.012565
49.017377,565,8274.770437
48.378982,587,8277.63462
48.340515,558,8281.909314
49.082334,562,8284.590514
49.188156,559,8287.239186
48.671832,583,8291.505917
48.092104,564,8294.274875
48.062911,559,8297.044711
48.765996,569,8299.769964
48.653308,592,8304.154468
48.715146,552,8306.841022
49.234771,563,8309.5289
47.588084,575,8312.314446
48.970827,558,8316.791599
48.47644,563,8319.492684
47.842544,565,8322.201947
48.663272,564,8326.393429
48.921629,552,8329.055323
47.411226,587,8331.89706
48.601399,558,8334.578751
48.839764,569,8338.823488
48.087341,553,8341.472602
48.517074,563,8344.158975
49.346916,557,8346.903376
48.056954,569,8351.491931
48.714094,563,8354.261573
48.417393,562,8357.025657
48.405014,559,8361.327648
48.176396,552,8364.070009
49.425035,559,8366.823546
48.588266,552,8369.538765
48.959029,558,8374.031919
49.34814,554,8376.761875
48.973044,552,8379.477659
48.472928,553,8382.195828
48.232883,559,8386.728836
49.158515,583,8389.596926
48.732179,557,8392.3114664848.571061,559,8396.6214348.48.009398,557,8399.370248.849.000177,552,8402.050149.448.456142,564,8404.736848.949.105579,575,8408.997949.148.877467,558,8411.6648.41148.919274,556,8414.3149.06748.87728,571,8417.07948.0148.416856,601,8421.50748.448.955407,570,8424.315048.848.948794,571,8427.120749.049.509866,547,8431.330448.949.041996,569,8434.146248.548.532779,570,8436.87749.2749.412115,552,8439.50848.4748.283058,563,8443.71748.5748.877291,564,8446.4148.77749.019512,570,8449.1949.06048.811759,559,8453.4448.96748.794531,557,8456.2049.09748.765926,565,8458.9849.22148.890168,557,8461.748.350649.155835,571,8466.048.544548.191067,569,8468.849.019348.26017,565,8471.5248.93349.284724,576,8474.3449.27848.696488,558,8478.6548.28748.963319,567,8481.4049.12048.150966,558,8484.0948.75248.036956,571,8488.3048.17149.088693,564,8490.9848.5948.663327,577,8493.77449.1648.890946,571,8496.5848.93248.594242,582,8500.8848.83148.939964,564,8503.749.051449.281798,564,8506.449.140348.006795,570,851048.26481348.924595,568,851349.09077448.76879,565,8516.48.5422848.242076,569,8519.48.8903649.190568,564,852348.19379749.181954,553,852648.65935449.210261,565,85248.20762,548.303641,556,8548.670478,47.766248,577,8548.735072,548.634466,571,8548.551944,548.274681,569,8548.410828,548.461366,589,8548.635922,548.978185,570,8548.143057,549.376884,569,8548.691077,548.980091,558,8548.499746,548.080619,587,8549.55995,5548.613802,571,848.037942,5848.781114,582,848.413689,5649.063736,553,847.660284,5648.646486,553,848.455093,5548.90283,565,8549.452792,548.614201,574,8548.584711,549.343635,571,8548.520366,548.661909,575,8548.457754,548.659485,582,8548.306488,548.93408,580,85849.416015,49.556238,565,85948.799372,48.69148,571,859648.34227149.073942,583,859949.04493348.936533,577,860349.36386248.993186,570,860648.29927648.775331,576,860948.48232648.859478,564,861249.3502548.273617,570,8616.48.8291048.810115,559,8619.48.7499548.476233,559,8622.48.4032149.021872,569,8626.49.2696148.86107,558,8629.049.076748.443733,552,8631.748.705548.812107,558,8634.449.008148.794166,581,8639.147.778847.861182,589,8641.948.725648.7741,565,8644.66448.8848.317734,576,8647.47148.5648.711424,552,8651.68048.8448.37495,577,8654.491048.548.777615,570,8657.211848.848.71354,559,8661.382148.848.980163,588,8664.261448.949.220105,570,8666.980848.948.523141,547,8669.623249.248.963426,565,8674.096548.248.41338,558,8676.7834549.48.487643,584,8679.5979948.49.07809,594,8683.9340144848.551013,559,8686.7091724948.285585,554,8689.4302848.49.441778,588,8692.2278348.48.101623,582,8696.492348.648.480987,570,8699.297549.48.298078,558,8701.9709849.48.519209,565,8704.6628449.48.187625,571,8708.8743549.48.427477,553,8711.506048.749.496141,558,8714.187048.248.704265,577,8718.658349.648.429538,558,8721.32848.6648.882106,571,8724.07548.8848.513919,553,8726.7449.32748.933489,565,8730.9348.18149.275307,576,8733.6848.65149.180699,576,8736.5049.39348.823116,559,8740.6749.08649.379787,553,8743.3248.73249.203307,571,8746.0448.84149.240404,570,8748.8748.35848.954963,570,8753.248.913048.642091,557,8755.849.222948.305064,553,8758.549.098048.634236,552,8761.148.846949.152298,565,8765.48.4838348.953669,563,8768.48.1840948.262719,576,8770.48.8815049.646768,559,8774.48.9458549.023771,565,8777.48.317648.596087,558,8780.348.438648.463508,565,8783.048.644849.204129,569,8787.349.187749.320155,575,8790.148.801949.170081,553,8792.849.279649.100067,581,8795.648.732049.478169,559,8799.849.673648.362732,550,8802.448.329348.806569,545,8805.48.6119348.313612,565,8809.48.9577649.023657,558,8811.48.350249.114025,553,8814.648.388548.578322,564,8817.347.91448.347563,559,8821.7848.68048.946993,558,8824.5449.50348.991588,552,8827.48.6355949.297055,565,883048.97826648.989657,553,88349.041017,49.045382,560,88349.085451,49.028446,571,88348.673618,48.234651,582,88448.5667,5848.491266,565,49.229488,55948.309399,558,48.763483,55948.813903,583,49.153376,55848.962471,583,48.716107,56548.38057,565,848.618861,5548.949092,574,848.545552,5549.327289,576,849.169119,5648.270511,595,848.406109,5549.293259,565,848.633005,5749.143011,571,48.752517,56549.240377,564,49.407053,55848.156319,583,48.826447,57649.509309,570,49.137589,55348.364326,572,49.054496,55949.166216,581,48.443606,56549.189218,559,49.086526,55849.019368,547,48.687569,55948.83994,570,849.2323,565,49.10859,570,49.504169,57749.396288,565,49.357421,56448.509415,547,48.417302,57049.02609,571,49.1547,545,848.591251,5649.72913,559,8949.213925,548.711325,571,8949.083643,548.641577,559,8948.948427,549.672358,559,8949.507057,548.848418,552,8949.573909,549.242027,553,8948.923994,549.477808,565,8948.610301,549.689891,558,849.52042,54148.949776,552,48.872969,56449.467609,55249.090904,553,49.16794,553,49.413661,54749.644631,546,48.794563,55349.342011,54749.652428,559,49.469619,54149.646488,540,48.759651,55249.247261,551,49.347266,54649.321914,558,49.14746,547,48.896525,54049.497113,547,49.256428,55849.688659,546,49.034386,55248.862235,54649.041062,54649.489538,534,49.494963,54149.562922,540,49.73234,536,49.226417,54049.552528,548,48.798453,54749.505007,552,49.745549,55349.510274,547,48.721627,55249.61808,558,849.162398,5449.173563,534,948.788509,549.051251,553,9049.236318,49.508121,577,9049.313822,549.284488,541,9049.497263,549.580851,552,9049.13789,548.593157,546,9048.688651,49.315442,547,90148.79479349.600075,547,902248.8975149.117351,552,9024.48.8310849.101412,570,9029.49.3129549.289498,547,9031.49.6989548.963937,547,9034.49.1772549.057669,538,9037.49.3173249.339325,540,9041.49.0861649.460586,553,904449.94953948.999203,535,904649.38767349.179666,540,905049.14679549.29773,534,9053.49.4533648.932665,559,9056.49.1999749.128221,554,9058.49.6084349.497636,541,9063.49.5470649.158548,541,9065.49.5538250.011347,551,9068.49.0562749.520564,546,9070.48.8473148.799107,559,9075.49.733848.774711,546,9078.049.210249.012832,541,9080.649.55248.864042,546,9083.3748.77849.952934,541,9087.7249.90649.356322,546,9090.3448.93949.587069,552,9093.049.472349.31193,553,9097.1949.33149.527039,541,9099.7849.3149.286482,541,9102.36749.3049.386805,540,9104.98949.1349.697658,540,9109.1449.17849.347019,541,9111.749.100448.951944,546,9114.349.041849.511242,547,9116.948.826849.010758,535,9149.436813,548.80536,541,91249.264854,49.391946,547,91249.15002,49.29421,553,91249.639563,49.437845,547,91348.790793,49.083077,553,91349.373125,49.484346,565,91349.598754,49.800916,558,91450.121559,49.680677,558,91448.966946,49.52693,547,9148.426457
49.625283,553,9151.1613
49.129729,542,9155.593256
49.489761,546,9158.48.6012149.068315,547,9160.875633
49.301119,541,9163.457738
49.816565,546,9167.711616
49.0113,552,9170.373087
48.985546,541,9173.020991
49.774616,547,9175.622524
49.305903,547,9179.769533
49.617619,547,9182.400465
49.667608,570,9185.125894
48.95186,551,9189.244513
48.936473,547,9191.895239
49.79121,541,9194.482918
49.745852,550,9197.104957
50.013838,547,9201.248364
49.513956,547,9203.945425
49.270207,553,9206.641272
49.697734,547,9209.32277
49.395408,547,9213.434619
49.301328,558,9216.093828
49.426122,546,9218.696934
49.36412,547,9221.327067
49.189571,552,9225.468966
48.478647,570,9228.189534
49.354271,552,9230.834722
49.711758,552,9235.10201
48.945221,540,9237.764732
49.435548,552,9240.483205
48.786518,547,9243.192958
49.123665,558,9247.477085
49.125933,552,9250.228668
48.909749,553,9252.918191
48.421542,564,9255.611107
49.961167,553,9259.790404
48.596499,565,9262.504152
49.201865,583,9265.319558
48.969209,565,9269.514104
49.510077,553,9272.146069
48.87375,553,9274.792183
48.665932,553,9277.542383
48.975455,553,9282.018903
49.686565,560,9284.774089
48.949538,553,9287.494748
48.8623,565,9290.281156
48.81978,565,9294.486119
49.665352,564,9297.174739
49.640135,565,9299.891647
49.440064,571,9304.423469
48.438364,564,9307.152814
48.836293,564,9309.922182
49.827479,553,9312.621724
48.744068,554,9316.809114
49.822291,560,9319.47953
48.985483,558,9322.23738
49.041767,558,9325.016638
48.821127,551,9329.147397
49.04401,552,9331.79914
49.312433,559,9334.496025
49.166937,564,9338.948856
48.850828,570,9341.719314
48.96245,559,9344.503073
49.292758,571,9347.318878
48.944588,562,9351.812231
48.740458,553,9354.546601
48.809305,570,9357.366868
575,9356.1049.0248.966061,574,9358.90249.70248,557,9360.181017
59.546859
48.893314,564,9357.713159

.462114

